id,lon,lat,highway1,highway2,highway3,highway4,highway5
133,8.5793127,50.1235991,2,0,4,0,0
134,8.7042826,50.1489537,3,0,0,0,0
135,8.6946432,50.1602049,3,0,0,0,0
136,8.6805464,50.1593024,3,0,0,0,0
137,8.6530893,50.1940653,3,0,0,0,0
138,8.6514753,50.1957565,3,0,0,0,0
139,8.6502842,50.1969922,2,0,0,0,0
140,8.6498799,50.1970891,3,0,0,0,0
141,8.6533063,50.1935522,3,0,0,0,0
142,8.68002,50.1592253,3,0,0,0,0
143,8.69251,50.1597773,3,0,0,0,0
144,8.6741817,50.1605177,3,0,0,0,0
145,8.7035806,50.1467419,3,0,0,0,0
146,8.7050137,50.1573986,3,0,0,0,0
147,8.7243417,50.1290365,3,0,0,0,0
148,8.6522422,50.1964612,0,0,4,0,0
149,8.7313039,50.1179444,3,0,0,0,0
150,8.6458342,50.1765434,3,0,0,0,0
151,8.6457437,50.1766123,3,0,0,0,0
152,8.6425552,50.1749724,0,2,0,0,2
153,8.6195048,50.0866123,4,0,0,0,0
154,8.5372281,50.1166934,3,0,0,0,0
155,8.5403538,50.1178384,3,0,0,0,0
156,8.6200363,50.1347071,3,0,0,0,0
157,8.6515955,50.1322791,2,0,0,0,0
158,8.5251738,50.1122992,3,0,0,0,0
159,8.5614392,50.1261473,3,0,0,0,0
160,8.5840697,50.1333918,3,0,0,0,0
161,8.6126264,50.1323257,3,0,0,0,0
162,8.4834584,50.0938788,2,0,0,0,0
163,8.5319819,50.1149681,2,0,0,0,0
164,8.6199274,50.1348299,3,0,0,0,0
165,8.6173549,50.1340759,3,0,0,0,0
166,8.578056,50.1307723,3,0,0,0,0
167,8.5295899,50.114108,2,0,0,0,0
168,8.524344,50.1121758,3,0,0,0,0
169,8.6583606,50.1319155,3,0,0,0,0
170,8.6181811,50.1325097,1,2,0,0,0
171,8.6153077,50.1330879,3,0,0,0,0
172,8.590692,50.1349673,3,0,0,0,0
173,8.5339203,50.1147784,0,0,3,0,0
174,8.5337924,50.1151693,1,0,1,0,1
175,8.6568837,50.1359277,3,0,0,0,0
176,8.6563069,50.1346177,2,0,0,0,1
177,8.6566514,50.1334166,3,0,0,0,0
178,8.5236969,50.1111903,1,0,2,0,0
179,8.5238156,50.1113824,3,0,0,0,0
180,8.5867002,50.1341655,3,0,0,0,0
181,8.5892624,50.1345957,3,0,0,0,0
182,8.6569943,50.1321946,3,0,0,0,0
183,8.6561554,50.1292078,3,0,0,0,0
184,8.6540971,50.1311298,3,0,0,0,0
185,8.5223093,50.1120261,3,0,0,0,0
186,8.5220973,50.1118543,1,0,2,0,0
187,8.6102758,50.1319402,3,0,0,0,0
188,8.5974988,50.1335866,3,0,0,0,0
189,8.6432117,50.0572886,3,0,0,0,0
190,8.6212222,50.0522894,3,0,0,0,0
191,8.5815903,50.0539222,2,0,0,0,0
192,8.7221471,50.0645057,1,0,0,0,0
193,8.647922,50.0584596,3,0,0,0,0
194,8.7060639,50.1553408,3,0,0,0,0
195,8.5970391,50.1338338,3,0,0,0,0
196,8.5907667,50.1353983,3,0,0,0,0
197,8.5785796,50.1288767,0,0,0,4,0
198,8.5987942,50.1313292,3,0,0,0,0
199,8.5979474,50.1311039,1,0,4,0,0
200,8.5869256,50.1330044,2,0,2,0,0
201,8.5840419,50.1355058,2,0,0,0,0
202,8.5883127,50.1239326,0,0,0,2,2
203,8.5988732,50.1225463,0,0,0,4,0
204,8.5982064,50.123018,0,0,2,1,0
205,8.5953366,50.1226251,0,0,4,0,0
206,8.5887322,50.123335,0,0,2,0,1
207,8.5649659,50.1266804,3,0,0,0,0
208,8.5697084,50.1230894,0,0,4,0,1
209,8.570032,50.1226096,0,0,0,0,4
210,8.5704462,50.121968,0,0,0,0,4
211,8.5707205,50.1213925,0,0,0,0,4
212,8.5694459,50.1212182,0,0,0,0,7
213,8.568134,50.11943,0,0,0,0,6
214,8.5663934,50.1186936,0,0,0,0,4
215,8.5659582,50.1190328,0,0,4,0,2
216,8.5663337,50.1193883,0,0,4,0,1
217,8.5721696,50.1241288,0,0,0,0,4
218,8.5837707,50.0547252,3,0,0,0,0
219,8.5640766,50.0508546,0,0,0,2,0
220,8.5775455,50.0533956,2,0,0,0,0
221,8.577912,50.0539352,3,0,0,0,0
222,8.580177,50.0549659,3,0,0,0,0
223,8.5887372,50.0568387,3,0,0,0,0
224,8.5935036,50.0578898,3,0,0,0,0
225,8.6033232,50.057468,3,0,0,0,0
226,8.6069195,50.0570785,3,0,0,0,0
227,8.6348626,50.0558125,3,0,0,0,0
228,8.6519657,50.0696291,3,0,0,0,0
229,8.6571268,50.0785518,0,2,1,0,0
230,8.6575391,50.0793101,0,2,1,0,0
231,8.6556775,50.0805952,0,2,1,0,0
232,8.6460771,50.0598617,3,0,0,0,0
233,8.5817964,50.0554538,3,0,0,0,0
234,8.6481514,50.0566708,0,3,0,0,0
235,8.6467572,50.0562579,0,3,0,0,0
236,8.6471304,50.0567079,0,3,0,0,0
237,8.6467512,50.0559634,0,2,0,0,0
238,8.6698363,50.1242643,0,2,0,0,4
239,8.664655,50.1235367,0,0,0,0,4
240,8.6632037,50.1233172,0,0,0,0,3
241,8.6617748,50.1231227,0,0,0,0,3
242,8.6590437,50.1214759,0,0,0,0,5
243,8.6592997,50.1208038,0,0,0,0,5
244,8.6590454,50.1177521,0,0,0,0,6
245,8.6582534,50.1162936,0,0,0,0,6
246,8.6577575,50.1153874,0,0,0,0,6
247,8.6572486,50.1146553,0,0,0,0,5
248,8.6564251,50.1135989,0,0,0,0,4
249,8.6566345,50.1135858,0,0,0,0,3
250,8.6550555,50.1125961,0,2,0,0,2
251,8.6488443,50.0626232,1,2,0,0,0
252,8.6353511,50.0560429,3,0,0,0,0
253,8.5437612,50.0754528,2,0,0,0,0
254,8.5441507,50.0773525,3,0,0,0,0
255,8.5493277,50.0790165,3,0,0,3,0
256,8.5434555,50.0754212,2,0,0,0,0
257,8.5492864,50.0778037,3,0,0,0,0
258,8.5467595,50.0771544,2,0,0,0,0
259,8.5462076,50.0807383,0,0,0,4,0
260,8.5487359,50.0796094,3,0,0,0,0
261,8.5449791,50.0779827,3,0,0,0,0
262,8.5438779,50.0723127,2,0,0,0,0
263,8.5430378,50.073577,2,0,0,0,0
264,8.5479755,50.0804707,3,0,0,0,0
265,8.5463016,50.0808407,0,0,0,4,0
266,8.579113,50.0960951,3,0,0,0,0
267,8.5696184,50.0883418,3,0,0,0,0
268,8.5711679,50.0897238,3,0,0,0,0
269,8.5770348,50.0944499,3,0,0,0,0
270,8.510171,50.0743908,1,0,0,0,0
271,8.5079485,50.0751188,1,0,0,0,0
272,8.5692641,50.0881533,3,0,0,0,0
273,8.5708185,50.089607,3,0,0,0,0
274,8.6020905,50.0577254,3,0,0,0,0
275,8.5832906,50.0559094,3,0,0,0,0
276,8.5744373,50.0543058,3,0,0,0,0
277,8.5690312,50.0534676,3,0,0,0,0
278,8.5759599,50.0543261,3,0,0,0,0
279,8.5594037,50.0519017,3,0,0,0,0
280,8.560281,50.0521503,3,0,0,0,0
281,8.6074216,50.0571493,3,0,0,0,0
282,8.5977002,50.0534173,3,0,0,0,0
283,8.6199288,50.0521296,3,0,0,0,0
284,8.6485366,50.0558528,1,1,0,0,0
285,8.6501888,50.0621145,1,2,0,0,0
286,8.647847,50.0622051,1,2,0,0,0
